Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Türkiye,By mobile broadband network only,2019,38.8427,5,90,Technical,4
Türkiye,By fixed broadband and mobile broadband network,2019,48.0536,2,90,Technical,4
United Arab Emirates,By fixed (wired) broadband,2019,91.6916,1,92,Technical,4
United Arab Emirates,By broadband,2019,98.4984,0,92,Technical,4
United Arab Emirates,By mobile broadband network via a handset,2019,36.7367,7,92,Technical,4
United Arab Emirates,By mobile broadband network via a card or USB modem,2019,19.019,6,92,Technical,4
United States,By broadband,2019,86.4001,0,94,Technical,4
United States,By mobile broadband network via a handset,2019,77.9925,7,94,Technical,4
United States,By satellite broadband network,2019,6.53224,8,94,Technical,4
United States,By mobile broadband network only,2019,11.8401,5,94,Technical,4
Uruguay,By broadband,2019,76.7645,0,95,Technical,4
Albania,Making calls using VoIP or messaging app,2019,63.2635,42,0,Services and Communications,5
Albania,Participating in social networks,2019,52.133,45,0,Services and Communications,5
Azerbaijan,Sending e-mails with attached files,2019,56.0377,50,4,Services and Communications,5
Azerbaijan,Making calls using VoIP or messaging app,2019,4.1361,42,4,Services and Communications,5
Azerbaijan,Participating in social networks,2019,20.7616,45,4,Services and Communications,5
Azerbaijan,Taking part in online consultations or voting to define civic or political issues,2019,2.27079,54,4,Services and Communications,5
Bahrain,Sending e-mails with attached files,2019,66.5375,50,5,Services and Communications,5
Bahrain,Making calls using VoIP or messaging app,2019,17.0149,42,5,Services and Communications,5
Bahrain,Participating in social networks,2019,38.3284,45,5,Services and Communications,5
Bahrain,Taking part in online consultations or voting to define civic or political issues,2019,20.7761,54,5,Services and Communications,5
Belarus,Sending e-mails with attached files,2019,37.323,50,7,Services and Communications,5
Belgium,Making calls using VoIP or messaging app,2019,57.9997,42,8,Services and Communications,5
Belgium,Participating in social networks,2019,75.5255,45,8,Services and Communications,5
Belgium,Taking part in online consultations or voting to define civic or political issues,2019,21.4445,54,8,Services and Communications,5
Bosnia and Herzegovina,Sending e-mails with attached files,2019,30.096,50,11,Services and Communications,5
Bosnia and Herzegovina,Making calls using VoIP or messaging app,2019,60.2188,42,11,Services and Communications,5
Bosnia and Herzegovina,Participating in social networks,2019,45.8364,45,11,Services and Communications,5
Bosnia and Herzegovina,Taking part in online consultations or voting to define civic or political issues,2019,3.76132,54,11,Services and Communications,5
Brazil,Sending e-mails with attached files,2019,21.0899,50,12,Services and Communications,5
Brazil,Making calls using VoIP or messaging app,2019,54.2336,42,12,Services and Communications,5
Brazil,Participating in social networks,2019,56.02,45,12,Services and Communications,5
Brunei Darussalam,Sending e-mails with attached files,2019,56.4835,50,13,Services and Communications,5
Bulgaria,Making calls using VoIP or messaging app,2019,57.5202,42,14,Services and Communications,5
Bulgaria,Participating in social networks,2019,52.853,45,14,Services and Communications,5
Bulgaria,Taking part in online consultations or voting to define civic or political issues,2019,3.54382,54,14,Services and Communications,5
Colombia,Sending e-mails with attached files,2019,31.463,50,19,Services and Communications,5
Croatia,Making calls using VoIP or messaging app,2019,47.5314,42,21,Services and Communications,5
Croatia,Participating in social networks,2019,57.8792,45,21,Services and Communications,5
Croatia,Taking part in online consultations or voting to define civic or political issues,2019,10.2719,54,21,Services and Communications,5
Cuba,Sending e-mails with attached files,2019,32.2549,50,22,Services and Communications,5
Cuba,Participating in social networks,2019,43.3932,45,22,Services and Communications,5
Cyprus,Making calls using VoIP or messaging app,2019,72.272,42,23,Services and Communications,5
Cyprus,Participating in social networks,2019,71.7163,45,23,Services and Communications,5
Cyprus,Taking part in online consultations or voting to define civic or political issues,2019,4.17196,54,23,Services and Communications,5
Czech Republic,Making calls using VoIP or messaging app,2019,41.6842,42,24,Services and Communications,5
Czech Republic,Participating in social networks,2019,53.9608,45,24,Services and Communications,5
Czech Republic,Taking part in online consultations or voting to define civic or political issues,2019,5.48453,54,24,Services and Communications,5
Côte d'Ivoire,Sending e-mails with attached files,2019,19.9244,50,25,Services and Communications,5
Ecuador,Sending e-mails with attached files,2019,26.3338,50,28,Services and Communications,5
Egypt,Sending e-mails with attached files,2019,44.6152,50,29,Services and Communications,5
Egypt,Making calls using VoIP or messaging app,2019,27.2691,42,29,Services and Communications,5
Egypt,Participating in social networks,2019,51.9935,45,29,Services and Communications,5
Egypt,Taking part in online consultations or voting to define civic or political issues,2019,0.330165,54,29,Services and Communications,5
El Salvador,Making calls using VoIP or messaging app,2019,0.111971,42,30,Services and Communications,5
Estonia,Making calls using VoIP or messaging app,2019,53.153,42,31,Services and Communications,5
Estonia,Participating in social networks,2019,65.1405,45,31,Services and Communications,5
Estonia,Taking part in online consultations or voting to define civic or political issues,2019,25.9834,54,31,Services and Communications,5
France,Making calls using VoIP or messaging app,2019,43.5905,42,33,Services and Communications,5
France,Participating in social networks,2019,38.7711,45,33,Services and Communications,5
France,Taking part in online consultations or voting to define civic or political issues,2019,8.33126,54,33,Services and Communications,5
Georgia,Sending e-mails with attached files,2019,31.897,50,34,Services and Communications,5
Georgia,Making calls using VoIP or messaging app,2019,58.9037,42,34,Services and Communications,5
Georgia,Participating in social networks,2019,66.1106,45,34,Services and Communications,5
Georgia,Taking part in online consultations or voting to define civic or political issues,2019,4.01227,54,34,Services and Communications,5
Germany,Sending e-mails with attached files,2019,78.7578,50,35,Services and Communications,5
Germany,Making calls using VoIP or messaging app,2019,51.6261,42,35,Services and Communications,5
Germany,Participating in social networks,2019,47.7322,45,35,Services and Communications,5
Germany,Taking part in online consultations or voting to define civic or political issues,2019,14.7447,54,35,Services and Communications,5
Greece,Sending e-mails with attached files,2019,65.9571,50,36,Services and Communications,5
"Hong Kong, China",Sending e-mails with attached files,2019,57.2262,50,37,Services and Communications,5
Hungary,Making calls using VoIP or messaging app,2019,60.6571,42,38,Services and Communications,5
Hungary,Participating in social networks,2019,68.857,45,38,Services and Communications,5
Hungary,Taking part in online consultations or voting to define civic or political issues,2019,5.00198,54,38,Services and Communications,5
Indonesia,Participating in social networks,2019,41.5856,45,40,Services and Communications,5
Israel,Making calls using VoIP or messaging app,2019,46.6078,42,44,Services and Communications,5
Israel,Participating in social networks,2019,80.2512,45,44,Services and Communications,5
Jamaica,Sending e-mails with attached files,2019,15.6834,50,46,Services and Communications,5
Japan,Sending e-mails with attached files,2019,71.4522,50,47,Services and Communications,5
Japan,Making calls using VoIP or messaging app,2019,49.6193,42,47,Services and Communications,5
Japan,Participating in social networks,2019,61.88,45,47,Services and Communications,5
Kazakhstan,Sending e-mails with attached files,2019,51.7093,50,49,Services and Communications,5
Kazakhstan,Making calls using VoIP or messaging app,2019,17.0021,42,49,Services and Communications,5
Kazakhstan,Participating in social networks,2019,57.8846,45,49,Services and Communications,5
Kazakhstan,Taking part in online consultations or voting to define civic or political issues,2019,1.30265,54,49,Services and Communications,5
Korea (Rep. of),Sending e-mails with attached files,2019,74.5415,50,50,Services and Communications,5
Korea (Rep. of),Making calls using VoIP or messaging app,2019,60.7978,42,50,Services and Communications,5
Korea (Rep. of),Participating in social networks,2019,63.2019,45,50,Services and Communications,5
Kuwait,Sending e-mails with attached files,2019,63.2334,50,51,Services and Communications,5
Latvia,Making calls using VoIP or messaging app,2019,56.8487,42,52,Services and Communications,5
Latvia,Participating in social networks,2019,64.662,45,52,Services and Communications,5
Latvia,Taking part in online consultations or voting to define civic or political issues,2019,6.22748,54,52,Services and Communications,5
Lithuania,Making calls using VoIP or messaging app,2019,61.0477,42,54,Services and Communications,5
Lithuania,Participating in social networks,2019,60.5712,45,54,Services and Communications,5
Lithuania,Taking part in online consultations or voting to define civic or political issues,2019,10.2188,54,54,Services and Communications,5
Luxembourg,Sending e-mails with attached files,2019,83.047,50,55,Services and Communications,5
Malaysia,Sending e-mails with attached files,2019,44.7479,50,58,Services and Communications,5
Malaysia,Making calls using VoIP or messaging app,2019,65.2567,42,58,Services and Communications,5
Malaysia,Participating in social networks,2019,81.7884,45,58,Services and Communications,5
Malaysia,Taking part in online consultations or voting to define civic or political issues,2019,14.5919,54,58,Services and Communications,5
Malta,Making calls using VoIP or messaging app,2019,54.7317,42,59,Services and Communications,5
Malta,Participating in social networks,2019,70.6632,45,59,Services and Communications,5
Malta,Taking part in online consultations or voting to define civic or political issues,2019,62.07,54,59,Services and Communications,5
Mexico,Sending e-mails with attached files,2019,32.4886,50,61,Services and Communications,5
Mexico,Making calls using VoIP or messaging app,2019,51.2003,42,61,Services and Communications,5
Mexico,Participating in social networks,2019,61.0768,45,61,Services and Communications,5
Montenegro,Making calls using VoIP or messaging app,2019,61.6985,42,64,Services and Communications,5
Montenegro,Participating in social networks,2019,62.1534,45,64,Services and Communications,5
Morocco,Sending e-mails with attached files,2019,39.5604,50,65,Services and Communications,5
Paraguay,Making calls using VoIP or messaging app,2019,56.0033,42,70,Services and Communications,5
Paraguay,Participating in social networks,2019,57.812,45,70,Services and Communications,5
Peru,Sending e-mails with attached files,2019,28.6957,50,71,Services and Communications,5
Poland,Making calls using VoIP or messaging app,2019,48.5743,42,72,Services and Communications,5
Poland,Participating in social networks,2019,53.0387,45,72,Services and Communications,5
Poland,Taking part in online consultations or voting to define civic or political issues,2019,5.55772,54,72,Services and Communications,5
Portugal,Making calls using VoIP or messaging app,2019,39.5614,42,73,Services and Communications,5
Portugal,Participating in social networks,2019,60.401,45,73,Services and Communications,5
Portugal,Taking part in online consultations or voting to define civic or political issues,2019,11.5682,54,73,Services and Communications,5
Qatar,Sending e-mails with attached files,2019,58.2141,50,75,Services and Communications,5
Qatar,Making calls using VoIP or messaging app,2019,45.5553,42,75,Services and Communications,5
Qatar,Participating in social networks,2019,80.5507,45,75,Services and Communications,5
Qatar,Taking part in online consultations or voting to define civic or political issues,2019,1.74693,54,75,Services and Communications,5
Romania,Making calls using VoIP or messaging app,2019,49.2735,42,76,Services and Communications,5
Romania,Participating in social networks,2019,60.1756,45,76,Services and Communications,5
Romania,Taking part in online consultations or voting to define civic or political issues,2019,3.09406,54,76,Services and Communications,5
Russian Federation,Sending e-mails with attached files,2019,42.5745,50,77,Services and Communications,5
Russian Federation,Making calls using VoIP or messaging app,2019,58.6766,42,77,Services and Communications,5
Russian Federation,Participating in social networks,2019,63.4113,45,77,Services and Communications,5
Russian Federation,Taking part in online consultations or voting to define civic or political issues,2019,3.33768,54,77,Services and Communications,5
Saudi Arabia,Sending e-mails with attached files,2019,67.8027,50,78,Services and Communications,5
Saudi Arabia,Making calls using VoIP or messaging app,2019,60.4456,42,78,Services and Communications,5
Saudi Arabia,Participating in social networks,2019,95.207,45,78,Services and Communications,5
Singapore,Sending e-mails with attached files,2019,57.9751,50,80,Services and Communications,5
Slovakia,Sending e-mails with attached files,2019,70.9457,50,81,Services and Communications,5
Slovenia,Sending e-mails with attached files,2019,71.754,50,82,Services and Communications,5
Slovenia,Making calls using VoIP or messaging app,2019,41.8992,42,82,Services and Communications,5
Slovenia,Participating in social networks,2019,52.0854,45,82,Services and Communications,5
Slovenia,Taking part in online consultations or voting to define civic or political issues,2019,4.69785,54,82,Services and Communications,5
Spain,Making calls using VoIP or messaging app,2019,55.0591,42,83,Services and Communications,5
Spain,Participating in social networks,2019,58.6082,45,83,Services and Communications,5
Spain,Taking part in online consultations or voting to define civic or political issues,2019,10.886,54,83,Services and Communications,5
State of Palestine,Sending e-mails with attached files,2019,11.3043,50,84,Services and Communications,5
Sweden,Sending e-mails with attached files,2019,82.1813,50,86,Services and Communications,5
Switzerland,Sending e-mails with attached files,2019,87.2138,50,87,Services and Communications,5
Switzerland,Making calls using VoIP or messaging app,2019,65.2841,42,87,Services and Communications,5
Switzerland,Participating in social networks,2019,49.3338,45,87,Services and Communications,5
Switzerland,Taking part in online consultations or voting to define civic or political issues,2019,18.9922,54,87,Services and Communications,5
Thailand,Sending e-mails with attached files,2019,15.8164,50,89,Services and Communications,5
